filename	event_label	onset	offset
soundscape_validate_bimodal449.wav	street_music	3.184229	4.759617
soundscape_validate_uniform348.wav	children_playing	5.3667430000000005	6.634148999000001
soundscape_validate_uniform348.wav	street_music	5.6392950000000015	10.0
soundscape_validate_uniform348.wav	siren	6.134469	6.991189
soundscape_validate_uniform348.wav	engine_idling	7.787256	8.507296
soundscape_validate_uniform360.wav	gun_shot	0.276517	3.579645
soundscape_validate_uniform360.wav	car_horn	4.350847	4.888622
soundscape_validate_uniform360.wav	drilling	4.425872	6.546515
soundscape_validate_uniform360.wav	siren	5.464283999999998	7.8170230000000025
soundscape_validate_uniform360.wav	jackhammer	5.469978	8.802188000000003
soundscape_validate_bimodal475.wav	gun_shot	0.637316	2.6397760000000003
soundscape_validate_bimodal475.wav	drilling	0.8909159999999999	3.5106900000000003
soundscape_validate_bimodal475.wav	drilling	3.705085	7.439960000000001
soundscape_validate_bimodal475.wav	children_playing	1.652859	4.454802
soundscape_validate_bimodal475.wav	dog_bark	5.161805	5.6648510000000005
soundscape_validate_bimodal475.wav	engine_idling	6.408575000000001	8.159367999999999
soundscape_validate_bimodal313.wav	gun_shot	1.3166360000000001	2.196689
soundscape_validate_bimodal313.wav	gun_shot	3.938853	5.331108
soundscape_validate_bimodal313.wav	engine_idling	1.7608910000000002	5.109264
soundscape_validate_bimodal313.wav	siren	3.8791800000000003	7.3547730000000024
soundscape_validate_bimodal313.wav	street_music	4.076148	5.5465160000000004
soundscape_validate_bimodal313.wav	street_music	6.080488000000001	8.295635
soundscape_validate_bimodal313.wav	children_playing	6.21021	8.578738000000001
soundscape_validate_uniform406.wav	gun_shot	0.309084	1.588692
soundscape_validate_bimodal307.wav	street_music	0.785768	1.5452400000000002
soundscape_validate_bimodal307.wav	dog_bark	3.8100410000000013	7.2225660000000005
soundscape_validate_uniform412.wav	jackhammer	0.457658	1.6188850000000001
soundscape_validate_uniform412.wav	dog_bark	3.608594	6.551955
soundscape_validate_uniform374.wav	drilling	0.118849	3.794785
soundscape_validate_uniform374.wav	jackhammer	1.159872	2.188581
soundscape_validate_uniform374.wav	street_music	1.6499020000000002	3.1012190000000004
soundscape_validate_uniform374.wav	gun_shot	3.3091480000000004	4.197380000000001
soundscape_validate_uniform374.wav	children_playing	4.2872379999999986	6.0325690000000005
soundscape_validate_uniform374.wav	dog_bark	5.683389	6.193247999
soundscape_validate_uniform374.wav	engine_idling	8.779461000000001	9.55792
soundscape_validate_bimodal461.wav	drilling	2.334683	4.471056000000001
soundscape_validate_bimodal461.wav	gun_shot	3.901334	4.8199760000000005
soundscape_validate_bimodal461.wav	air_conditioner	4.53308	8.743110000000001
soundscape_validate_bimodal461.wav	siren	4.891287	6.668255
soundscape_validate_bimodal461.wav	dog_bark	5.306394999999998	7.876967
soundscape_validate_bimodal461.wav	street_music	5.3847700000000005	8.291303000000001
soundscape_validate_bimodal461.wav	engine_idling	7.157323000000001	7.930561000000001
soundscape_validate_uniform638.wav	engine_idling	2.328595	3.247771
soundscape_validate_uniform638.wav	jackhammer	6.434757	10.0
soundscape_validate_uniform638.wav	street_music	6.961361	7.913375
soundscape_validate_uniform638.wav	air_conditioner	7.493521	10.0
soundscape_validate_unimodal280.wav	street_music	2.37997	7.158988000000001
soundscape_validate_unimodal280.wav	gun_shot	4.29336	5.657426
soundscape_validate_unimodal280.wav	dog_bark	5.465447	6.110089
soundscape_validate_unimodal280.wav	drilling	5.567089	7.5280179999999985
soundscape_validate_unimodal280.wav	car_horn	6.025022000000001	10.0
soundscape_validate_unimodal280.wav	car_horn	9.021421	10.0
soundscape_validate_unimodal280.wav	children_playing	6.9294670000000025	10.0
soundscape_validate_unimodal294.wav	street_music	3.0968220000000004	4.310011
soundscape_validate_bimodal139.wav	car_horn	8.887972000000003	9.334867
soundscape_validate_uniform604.wav	siren	0.977992	4.587548000000001
soundscape_validate_uniform604.wav	street_music	1.177478	1.87339
soundscape_validate_uniform604.wav	street_music	4.9333490000000015	7.5433780000000015
soundscape_validate_uniform604.wav	engine_idling	4.662912	5.208888
soundscape_validate_uniform604.wav	dog_bark	4.920757	5.766224
soundscape_validate_uniform604.wav	drilling	6.073041000000001	9.876212
soundscape_validate_uniform604.wav	car_horn	7.8974030000000015	8.721392000000002
soundscape_validate_uniform604.wav	children_playing	8.277782	10.0
soundscape_validate_bimodal111.wav	street_music	1.910721	2.7537480000000003
soundscape_validate_bimodal111.wav	street_music	2.971991	6.225128
soundscape_validate_bimodal111.wav	drilling	4.0233180000000015	7.1883620000000015
soundscape_validate_bimodal111.wav	siren	5.233645	8.395291
soundscape_validate_bimodal111.wav	gun_shot	8.773677000000001	9.805784999000002
soundscape_validate_uniform162.wav	engine_idling	0.753727	3.270156999
soundscape_validate_uniform162.wav	street_music	2.234851	4.862025
soundscape_validate_uniform162.wav	street_music	5.310626999999998	7.289735
soundscape_validate_uniform162.wav	siren	3.2358800000000003	5.092808000000002
soundscape_validate_uniform162.wav	children_playing	3.738295	8.047934000000001
soundscape_validate_uniform162.wav	air_conditioner	5.4389059999999985	8.248949000000001
soundscape_validate_uniform162.wav	dog_bark	6.542309	9.920724
soundscape_validate_bimodal22.wav	dog_bark	0.368885	3.77823
soundscape_validate_bimodal22.wav	car_horn	3.246379	5.841636
soundscape_validate_bimodal22.wav	gun_shot	3.825346	4.933974
soundscape_validate_bimodal663.wav	street_music	2.508708999	4.889833999
soundscape_validate_bimodal663.wav	street_music	6.503644	9.709305
soundscape_validate_bimodal663.wav	children_playing	4.425503	8.874761999999997
soundscape_validate_bimodal663.wav	drilling	5.4163140000000025	10.0
soundscape_validate_bimodal663.wav	air_conditioner	5.843371	10.0
soundscape_validate_bimodal663.wav	car_horn	7.412586	10.0
soundscape_validate_bimodal663.wav	jackhammer	8.741025	9.703646
soundscape_validate_uniform176.wav	engine_idling	0.27615100000000004	0.958694
soundscape_validate_uniform176.wav	gun_shot	4.618626	6.124995999999999
soundscape_validate_bimodal6.wav	siren	1.079253	2.87974
soundscape_validate_bimodal6.wav	siren	4.07341	6.700691
soundscape_validate_bimodal6.wav	gun_shot	3.154444	4.57378
soundscape_validate_bimodal6.wav	jackhammer	5.838001	7.411731
soundscape_validate_bimodal36.wav	street_music	0.338484	2.042273
soundscape_validate_bimodal36.wav	gun_shot	2.730049	3.02049
soundscape_validate_bimodal36.wav	drilling	4.060683999999998	5.983525
soundscape_validate_bimodal36.wav	air_conditioner	5.686618	8.485033000000001
soundscape_validate_bimodal36.wav	dog_bark	6.216729	8.870013
soundscape_validate_bimodal36.wav	children_playing	6.694912	10.0
soundscape_validate_bimodal36.wav	car_horn	8.682687000000001	9.421310000000002
soundscape_validate_uniform4.wav	gun_shot	2.078751	3.538151
soundscape_validate_uniform4.wav	air_conditioner	5.5406770000000005	6.914741000000001
soundscape_validate_uniform4.wav	engine_idling	6.8918500000000025	7.368424000000001
soundscape_validate_uniform4.wav	siren	6.9795500000000015	8.688213000000001
soundscape_validate_uniform610.wav	gun_shot	4.338953	5.827874
soundscape_validate_uniform610.wav	siren	8.025449	9.103066
soundscape_validate_bimodal105.wav	engine_idling	2.129909	4.569086
soundscape_validate_bimodal105.wav	engine_idling	8.680285000000001	9.300395000000002
soundscape_validate_bimodal105.wav	drilling	2.637789	3.5113450000000004
soundscape_validate_bimodal105.wav	street_music	3.431592	4.412693
soundscape_validate_bimodal105.wav	air_conditioner	3.681608	4.572208
soundscape_validate_bimodal105.wav	air_conditioner	5.347124	6.211068
soundscape_validate_bimodal105.wav	dog_bark	4.795611	6.9535990000000005
soundscape_validate_bimodal105.wav	dog_bark	7.006169000000001	7.805596
soundscape_validate_bimodal105.wav	gun_shot	8.737204	9.721154
soundscape_validate_unimodal525.wav	jackhammer	2.340847	3.5299240000000003
soundscape_validate_unimodal243.wav	engine_idling	1.864873	2.69946
soundscape_validate_unimodal243.wav	engine_idling	5.7617270000000005	6.7660430000000025
soundscape_validate_unimodal243.wav	car_horn	3.33584	4.029217
soundscape_validate_unimodal243.wav	dog_bark	4.541696	8.171365
soundscape_validate_unimodal257.wav	engine_idling	2.711285	6.5236420000000015
soundscape_validate_unimodal257.wav	drilling	4.705637	5.863595
soundscape_validate_unimodal257.wav	street_music	5.39547	7.173800000000001
soundscape_validate_unimodal257.wav	dog_bark	5.5685080000000005	10.0
soundscape_validate_unimodal257.wav	children_playing	8.048729	10.0
soundscape_validate_uniform189.wav	air_conditioner	1.319835	2.649711
soundscape_validate_uniform189.wav	jackhammer	3.642491	5.101095
soundscape_validate_uniform189.wav	jackhammer	7.614333999999999	9.942903
soundscape_validate_uniform189.wav	street_music	6.188214	7.689319
soundscape_validate_uniform189.wav	engine_idling	6.846139000000001	8.277466
soundscape_validate_uniform189.wav	drilling	8.36621	9.55001
